"","date","mmwr_year","mmwr_week","state","state_name","pop","region","region_name","cases","hosp","booster","series","deaths"
"1595",2021-07-31,2021,30,"IN","Indiana",6805985,"5","Midwest",8799,664,0,3049936,51
"1596",2021-08-07,2021,31,"IN","Indiana",6805985,"5","Midwest",13502,940,0,3078302,77
"1597",2021-08-14,2021,32,"IN","Indiana",6805985,"5","Midwest",18619,1263,856,3110366,109
"1598",2021-08-21,2021,33,"IN","Indiana",6805985,"5","Midwest",24423,1625,9727,3148418,167
"1599",2021-08-28,2021,34,"IN","Indiana",6805985,"5","Midwest",28967,1936,17973,3189518,204
"1600",2021-09-04,2021,35,"IN","Indiana",6805985,"5","Midwest",26314,2093,25804,3222303,227
"1601",2021-09-11,2021,36,"IN","Indiana",6805985,"5","Midwest",29441,2119,31722,3257557,312
"1602",2021-09-18,2021,37,"IN","Indiana",6805985,"5","Midwest",23439,2027,37906,3299486,327
"1603",2021-09-25,2021,38,"IN","Indiana",6805985,"5","Midwest",18875,1667,56467,3333676,335
"1604",2021-10-02,2021,39,"IN","Indiana",6805985,"5","Midwest",17747,1448,136096,3361749,303
"1605",2021-10-09,2021,40,"IN","Indiana",6805985,"5","Midwest",15247,1295,196321,3383897,276
"1606",2021-10-16,2021,41,"IN","Indiana",6805985,"5","Midwest",12506,1140,247365,3405761,248
"1607",2021-10-23,2021,42,"IN","Indiana",6805985,"5","Midwest",11288,1040,305296,3424883,225
"1608",2021-10-30,2021,43,"IN","Indiana",6805985,"5","Midwest",11547,964,425714,3441720,192
"1609",2021-11-06,2021,44,"IN","Indiana",6805985,"5","Midwest",14259,911,535337,3457863,203
"1610",2021-11-13,2021,45,"IN","Indiana",6805985,"5","Midwest",18193,1106,617184,3470698,197
"1611",2021-11-20,2021,46,"IN","Indiana",6805985,"5","Midwest",22697,1397,742049,3485967,201
"1612",2021-11-27,2021,47,"IN","Indiana",6805985,"5","Midwest",22701,1735,803046,3494451,244
"1613",2021-12-04,2021,48,"IN","Indiana",6805985,"5","Midwest",32962,2202,952590,3530077,301
"1614",2021-12-11,2021,49,"IN","Indiana",6805985,"5","Midwest",30804,2467,1089824,3563154,400
"1615",2021-12-18,2021,50,"IN","Indiana",6805985,"5","Midwest",29971,2475,1215782,3582594,432
"1616",2021-12-25,2021,51,"IN","Indiana",6805985,"5","Midwest",33993,2424,1290040,3593183,471
"1617",2020-01-25,2020,4,"KS","Kansas",2935880,"7","Central Plains",0,0,0,0,0
"1618",2020-02-01,2020,5,"KS","Kansas",2935880,"7","Central Plains",0,0,0,0,0
"1619",2020-02-08,2020,6,"KS","Kansas",2935880,"7","Central Plains",0,0,0,0,0
"1620",2020-02-15,2020,7,"KS","Kansas",2935880,"7","Central Plains",0,0,0,0,0
"1621",2020-02-22,2020,8,"KS","Kansas",2935880,"7","Central Plains",0,0,0,0,0
"1622",2020-02-29,2020,9,"KS","Kansas",2935880,"7","Central Plains",0,0,0,0,0
"1623",2020-03-07,2020,10,"KS","Kansas",2935880,"7","Central Plains",1,0,0,0,0
"1624",2020-03-14,2020,11,"KS","Kansas",2935880,"7","Central Plains",19,0,0,0,0
"1625",2020-03-21,2020,12,"KS","Kansas",2935880,"7","Central Plains",113,0,0,0,0
"1626",2020-03-28,2020,13,"KS","Kansas",2935880,"7","Central Plains",351,0,0,0,0
"1627",2020-04-04,2020,14,"KS","Kansas",2935880,"7","Central Plains",563,0,0,0,21
"1628",2020-04-11,2020,15,"KS","Kansas",2935880,"7","Central Plains",454,0,0,0,37
"1629",2020-04-18,2020,16,"KS","Kansas",2935880,"7","Central Plains",816,0,0,0,42
"1630",2020-04-25,2020,17,"KS","Kansas",2935880,"7","Central Plains",1464,0,0,0,22
"1631",2020-05-02,2020,18,"KS","Kansas",2935880,"7","Central Plains",2003,0,0,0,26
"1632",2020-05-09,2020,19,"KS","Kansas",2935880,"7","Central Plains",1616,0,0,0,34
"1633",2020-05-16,2020,20,"KS","Kansas",2935880,"7","Central Plains",1024,0,0,0,27
"1634",2020-05-23,2020,21,"KS","Kansas",2935880,"7","Central Plains",776,0,0,0,10
"1635",2020-05-30,2020,22,"KS","Kansas",2935880,"7","Central Plains",740,0,0,0,14
"1636",2020-06-06,2020,23,"KS","Kansas",2935880,"7","Central Plains",636,0,0,0,18
"1637",2020-06-13,2020,24,"KS","Kansas",2935880,"7","Central Plains",880,0,0,0,0
"1638",2020-06-20,2020,25,"KS","Kansas",2935880,"7","Central Plains",1254,0,0,0,20
"1639",2020-06-27,2020,26,"KS","Kansas",2935880,"7","Central Plains",1866,0,0,0,17
"1640",2020-07-04,2020,27,"KS","Kansas",2935880,"7","Central Plains",2724,0,0,0,12
"1641",2020-07-11,2020,28,"KS","Kansas",2935880,"7","Central Plains",2998,0,0,0,16
"1642",2020-07-18,2020,29,"KS","Kansas",2935880,"7","Central Plains",3132,0,0,0,24
"1643",2020-07-25,2020,30,"KS","Kansas",2935880,"7","Central Plains",3062,0,0,0,35
"1644",2020-08-01,2020,31,"KS","Kansas",2935880,"7","Central Plains",2689,26,0,0,40
"1645",2020-08-08,2020,32,"KS","Kansas",2935880,"7","Central Plains",2806,166,0,0,37
"1646",2020-08-15,2020,33,"KS","Kansas",2935880,"7","Central Plains",3314,167,0,0,40
"1647",2020-08-22,2020,34,"KS","Kansas",2935880,"7","Central Plains",4411,186,0,0,40
"1648",2020-08-29,2020,35,"KS","Kansas",2935880,"7","Central Plains",3946,214,0,0,51
"1649",2020-09-05,2020,36,"KS","Kansas",2935880,"7","Central Plains",3512,266,0,0,39
"1650",2020-09-12,2020,37,"KS","Kansas",2935880,"7","Central Plains",3249,256,0,0,56
"1651",2020-09-19,2020,38,"KS","Kansas",2935880,"7","Central Plains",5890,241,0,0,51
"1652",2020-09-26,2020,39,"KS","Kansas",2935880,"7","Central Plains",4533,253,0,0,57
"1653",2020-10-03,2020,40,"KS","Kansas",2935880,"7","Central Plains",4169,301,0,0,69
"1654",2020-10-10,2020,41,"KS","Kansas",2935880,"7","Central Plains",5299,463,0,0,84
"1655",2020-10-17,2020,42,"KS","Kansas",2935880,"7","Central Plains",5527,523,0,0,98
"1656",2020-10-24,2020,43,"KS","Kansas",2935880,"7","Central Plains",7240,495,0,0,119
"1657",2020-10-31,2020,44,"KS","Kansas",2935880,"7","Central Plains",10169,619,0,0,89
"1658",2020-11-07,2020,45,"KS","Kansas",2935880,"7","Central Plains",16905,812,0,0,140
"1659",2020-11-14,2020,46,"KS","Kansas",2935880,"7","Central Plains",19582,1080,0,0,160
"1660",2020-11-21,2020,47,"KS","Kansas",2935880,"7","Central Plains",19333,1252,0,0,239
"1661",2020-11-28,2020,48,"KS","Kansas",2935880,"7","Central Plains",14608,1189,0,0,280
"1662",2020-12-05,2020,49,"KS","Kansas",2935880,"7","Central Plains",17809,1182,0,0,311
"1663",2020-12-12,2020,50,"KS","Kansas",2935880,"7","Central Plains",15020,1179,0,0,330
"1664",2020-12-19,2020,51,"KS","Kansas",2935880,"7","Central Plains",15120,1092,0,24,318
"1665",2020-12-26,2020,52,"KS","Kansas",2935880,"7","Central Plains",12451,968,0,43,288
"1666",2021-01-02,2020,53,"KS","Kansas",2935880,"7","Central Plains",14134,976,0,166,0
"1667",2021-01-09,2021,1,"KS","Kansas",2934582,"7","Central Plains",14986,957,0,20281,258
"1668",2021-01-16,2021,2,"KS","Kansas",2934582,"7","Central Plains",11344,964,0,27743,217
"1669",2021-01-23,2021,3,"KS","Kansas",2934582,"7","Central Plains",9281,788,0,42418,191
"1670",2021-01-30,2021,4,"KS","Kansas",2934582,"7","Central Plains",6468,594,0,71647,164
"1671",2021-02-06,2021,5,"KS","Kansas",2934582,"7","Central Plains",5936,500,0,112896,107
"1672",2021-02-13,2021,6,"KS","Kansas",2934582,"7","Central Plains",3828,403,0,153482,78
"1673",2021-02-20,2021,7,"KS","Kansas",2934582,"7","Central Plains",4088,334,0,200517,65
"1674",2021-02-27,2021,8,"KS","Kansas",2934582,"7","Central Plains",2248,308,0,262876,53
"1675",2021-03-06,2021,9,"KS","Kansas",2934582,"7","Central Plains",2074,214,0,324386,33
"1676",2021-03-13,2021,10,"KS","Kansas",2934582,"7","Central Plains",1542,184,0,400549,30
"1677",2021-03-20,2021,11,"KS","Kansas",2934582,"7","Central Plains",1425,157,0,469890,22
"1678",2021-03-27,2021,12,"KS","Kansas",2934582,"7","Central Plains",1407,156,0,560168,28
"1679",2021-04-03,2021,13,"KS","Kansas",2934582,"7","Central Plains",1388,145,0,663261,27
"1680",2021-04-10,2021,14,"KS","Kansas",2934582,"7","Central Plains",1539,150,0,781819,17
"1681",2021-04-17,2021,15,"KS","Kansas",2934582,"7","Central Plains",1487,165,0,890999,19
"1682",2021-04-24,2021,16,"KS","Kansas",2934582,"7","Central Plains",1604,172,0,997499,19
"1683",2021-05-01,2021,17,"KS","Kansas",2934582,"7","Central Plains",1546,208,0,1090319,22
"1684",2021-05-08,2021,18,"KS","Kansas",2934582,"7","Central Plains",1249,180,0,1154440,14
"1685",2021-05-15,2021,19,"KS","Kansas",2934582,"7","Central Plains",1213,135,0,1198490,20
"1686",2021-05-22,2021,20,"KS","Kansas",2934582,"7","Central Plains",1124,156,0,1231539,25
"1687",2021-05-29,2021,21,"KS","Kansas",2934582,"7","Central Plains",849,151,0,1255661,13
"1688",2021-06-05,2021,22,"KS","Kansas",2934582,"7","Central Plains",924,108,0,1281046,14
"1689",2021-06-12,2021,23,"KS","Kansas",2934582,"7","Central Plains",804,107,0,1312995,14
"1690",2021-06-19,2021,24,"KS","Kansas",2934582,"7","Central Plains",784,135,0,1335258,0
"1691",2021-06-26,2021,25,"KS","Kansas",2934582,"7","Central Plains",1052,115,0,1352323,11
"1692",2021-07-03,2021,26,"KS","Kansas",2934582,"7","Central Plains",1451,112,0,1367004,24
"1693",2021-07-10,2021,27,"KS","Kansas",2934582,"7","Central Plains",1582,165,0,1378761,23
"1694",2021-07-17,2021,28,"KS","Kansas",2934582,"7","Central Plains",2946,295,0,1390394,17
"1695",2021-07-24,2021,29,"KS","Kansas",2934582,"7","Central Plains",4778,360,0,1402777,29
"1696",2021-07-31,2021,30,"KS","Kansas",2934582,"7","Central Plains",4346,466,0,1415770,48
"1697",2021-08-07,2021,31,"KS","Kansas",2934582,"7","Central Plains",11780,566,0,1430710,89
"1698",2021-08-14,2021,32,"KS","Kansas",2934582,"7","Central Plains",7434,661,366,1450034,83
"1699",2021-08-21,2021,33,"KS","Kansas",2934582,"7","Central Plains",9951,717,6302,1472437,86
"1700",2021-08-28,2021,34,"KS","Kansas",2934582,"7","Central Plains",10807,697,10955,1496839,107
"1701",2021-09-04,2021,35,"KS","Kansas",2934582,"7","Central Plains",9696,693,15372,1519285,110
"1702",2021-09-11,2021,36,"KS","Kansas",2934582,"7","Central Plains",10804,726,18353,1537430,113
"1703",2021-09-18,2021,37,"KS","Kansas",2934582,"7","Central Plains",8253,651,21087,1556885,109
"1704",2021-09-25,2021,38,"KS","Kansas",2934582,"7","Central Plains",6919,603,27588,1574916,116
"1705",2021-10-02,2021,39,"KS","Kansas",2934582,"7","Central Plains",6536,529,56047,1589581,91
"1706",2021-10-09,2021,40,"KS","Kansas",2934582,"7","Central Plains",5966,450,83528,1602131,80
"1707",2021-10-16,2021,41,"KS","Kansas",2934582,"7","Central Plains",5519,456,108056,1612888,68
"1708",2021-10-23,2021,42,"KS","Kansas",2934582,"7","Central Plains",5850,407,137340,1622542,81
"1709",2021-10-30,2021,43,"KS","Kansas",2934582,"7","Central Plains",5433,393,195730,1632604,65
"1710",2021-11-06,2021,44,"KS","Kansas",2934582,"7","Central Plains",6820,393,256088,1642522,80
"1711",2021-11-13,2021,45,"KS","Kansas",2934582,"7","Central Plains",7820,466,307490,1651375,66
"1712",2021-11-20,2021,46,"KS","Kansas",2934582,"7","Central Plains",8271,520,366614,1660962,90
"1713",2021-11-27,2021,47,"KS","Kansas",2934582,"7","Central Plains",8693,565,404867,1669856,78
"1714",2021-12-04,2021,48,"KS","Kansas",2934582,"7","Central Plains",12422,690,465254,1692883,93
"1715",2021-12-11,2021,49,"KS","Kansas",2934582,"7","Central Plains",11153,739,516570,1711220,119
"1716",2021-12-18,2021,50,"KS","Kansas",2934582,"7","Central Plains",12146,711,562715,1723971,133
"1717",2021-12-25,2021,51,"KS","Kansas",2934582,"7","Central Plains",14113,732,601024,1732888,122
"1718",2020-01-25,2020,4,"KY","Kentucky",4503958,"4","Southeast",0,0,0,0,0
"1719",2020-02-01,2020,5,"KY","Kentucky",4503958,"4","Southeast",0,0,0,0,0
"1720",2020-02-08,2020,6,"KY","Kentucky",4503958,"4","Southeast",0,0,0,0,0
"1721",2020-02-15,2020,7,"KY","Kentucky",4503958,"4","Southeast",0,0,0,0,0
"1722",2020-02-22,2020,8,"KY","Kentucky",4503958,"4","Southeast",0,0,0,0,0
"1723",2020-02-29,2020,9,"KY","Kentucky",4503958,"4","Southeast",0,0,0,0,0
"1724",2020-03-07,2020,10,"KY","Kentucky",4503958,"4","Southeast",8,0,0,0,0
"1725",2020-03-14,2020,11,"KY","Kentucky",4503958,"4","Southeast",20,0,0,0,0
"1726",2020-03-21,2020,12,"KY","Kentucky",4503958,"4","Southeast",166,0,0,0,0
"1727",2020-03-28,2020,13,"KY","Kentucky",4503958,"4","Southeast",427,0,0,0,0
"1728",2020-04-04,2020,14,"KY","Kentucky",4503958,"4","Southeast",528,0,0,0,47
"1729",2020-04-11,2020,15,"KY","Kentucky",4503958,"4","Southeast",1071,0,0,0,53
"1730",2020-04-18,2020,16,"KY","Kentucky",4503958,"4","Southeast",1153,0,0,0,59
"1731",2020-04-25,2020,17,"KY","Kentucky",4503958,"4","Southeast",1149,0,0,0,67
"1732",2020-05-02,2020,18,"KY","Kentucky",4503958,"4","Southeast",1411,0,0,0,49
"1733",2020-05-09,2020,19,"KY","Kentucky",4503958,"4","Southeast",918,0,0,0,63
"1734",2020-05-16,2020,20,"KY","Kentucky",4503958,"4","Southeast",1321,0,0,0,51
"1735",2020-05-23,2020,21,"KY","Kentucky",4503958,"4","Southeast",901,0,0,0,49
"1736",2020-05-30,2020,22,"KY","Kentucky",4503958,"4","Southeast",1336,0,0,0,44
"1737",2020-06-06,2020,23,"KY","Kentucky",4503958,"4","Southeast",1469,0,0,0,39
"1738",2020-06-13,2020,24,"KY","Kentucky",4503958,"4","Southeast",1113,0,0,0,43
"1739",2020-06-20,2020,25,"KY","Kentucky",4503958,"4","Southeast",1372,0,0,0,26
"1740",2020-06-27,2020,26,"KY","Kentucky",4503958,"4","Southeast",1480,0,0,0,37
"1741",2020-07-04,2020,27,"KY","Kentucky",4503958,"4","Southeast",2077,0,0,0,36
"1742",2020-07-11,2020,28,"KY","Kentucky",4503958,"4","Southeast",2759,0,0,0,36
"1743",2020-07-18,2020,29,"KY","Kentucky",4503958,"4","Southeast",3863,0,0,0,38
"1744",2020-07-25,2020,30,"KY","Kentucky",4503958,"4","Southeast",4181,0,0,0,49
"1745",2020-08-01,2020,31,"KY","Kentucky",4503958,"4","Southeast",4005,112,0,0,47
"1746",2020-08-08,2020,32,"KY","Kentucky",4503958,"4","Southeast",4218,1118,0,0,54
"1747",2020-08-15,2020,33,"KY","Kentucky",4503958,"4","Southeast",3981,1571,0,0,64
"1748",2020-08-22,2020,34,"KY","Kentucky",4503958,"4","Southeast",4310,1301,0,0,77
"1749",2020-08-29,2020,35,"KY","Kentucky",4503958,"4","Southeast",4753,1790,0,0,72
"1750",2020-09-05,2020,36,"KY","Kentucky",4503958,"4","Southeast",3989,1536,0,0,86
"1751",2020-09-12,2020,37,"KY","Kentucky",4503958,"4","Southeast",4767,2163,0,0,72
"1752",2020-09-19,2020,38,"KY","Kentucky",4503958,"4","Southeast",4767,1235,0,0,62
"1753",2020-09-26,2020,39,"KY","Kentucky",4503958,"4","Southeast",5328,1111,0,0,71
"1754",2020-10-03,2020,40,"KY","Kentucky",4503958,"4","Southeast",7747,940,0,0,63
"1755",2020-10-10,2020,41,"KY","Kentucky",4503958,"4","Southeast",6425,1936,0,0,91
"1756",2020-10-17,2020,42,"KY","Kentucky",4503958,"4","Southeast",7985,1092,0,0,105
"1757",2020-10-24,2020,43,"KY","Kentucky",4503958,"4","Southeast",10498,1380,0,0,142
"1758",2020-10-31,2020,44,"KY","Kentucky",4503958,"4","Southeast",11507,1647,0,0,135
"1759",2020-11-07,2020,45,"KY","Kentucky",4503958,"4","Southeast",14342,2004,0,0,169
"1760",2020-11-14,2020,46,"KY","Kentucky",4503958,"4","Southeast",17408,2268,0,0,197
"1761",2020-11-21,2020,47,"KY","Kentucky",4503958,"4","Southeast",21387,2536,0,0,300
"1762",2020-11-28,2020,48,"KY","Kentucky",4503958,"4","Southeast",20625,2658,0,0,286
"1763",2020-12-05,2020,49,"KY","Kentucky",4503958,"4","Southeast",22370,2957,0,0,353
"1764",2020-12-12,2020,50,"KY","Kentucky",4503958,"4","Southeast",21519,2908,0,0,367
"1765",2020-12-19,2020,51,"KY","Kentucky",4503958,"4","Southeast",19402,2960,0,147,367
"1766",2020-12-26,2020,52,"KY","Kentucky",4503958,"4","Southeast",14773,2809,0,250,389
"1767",2021-01-02,2020,53,"KY","Kentucky",4503958,"4","Southeast",32221,3085,0,1215,0
"1768",2021-01-09,2021,1,"KY","Kentucky",4509394,"4","Southeast",25778,3056,0,9644,339
"1769",2021-01-16,2021,2,"KY","Kentucky",4509394,"4","Southeast",21298,3135,0,23370,326
"1770",2021-01-23,2021,3,"KY","Kentucky",4509394,"4","Southeast",18395,2744,0,48932,306
"1771",2021-01-30,2021,4,"KY","Kentucky",4509394,"4","Southeast",15664,2572,0,97373,270
"1772",2021-02-06,2021,5,"KY","Kentucky",4509394,"4","Southeast",12832,2210,0,176406,230
"1773",2021-02-13,2021,6,"KY","Kentucky",4509394,"4","Southeast",7679,1876,0,256469,200
"1774",2021-02-20,2021,7,"KY","Kentucky",4509394,"4","Southeast",8078,1584,0,322595,172
"1775",2021-02-27,2021,8,"KY","Kentucky",4509394,"4","Southeast",5757,1461,0,418107,162
"1776",2021-03-06,2021,9,"KY","Kentucky",4509394,"4","Southeast",4758,1211,0,495735,105
"1777",2021-03-13,2021,10,"KY","Kentucky",4509394,"4","Southeast",4052,1062,0,591520,108
"1778",2021-03-20,2021,11,"KY","Kentucky",4509394,"4","Southeast",3899,874,0,664988,78
"1779",2021-03-27,2021,12,"KY","Kentucky",4509394,"4","Southeast",3670,743,0,787805,83
"1780",2021-04-03,2021,13,"KY","Kentucky",4509394,"4","Southeast",3362,765,0,943827,57
"1781",2021-04-10,2021,14,"KY","Kentucky",4509394,"4","Southeast",4185,879,0,1124388,54
"1782",2021-04-17,2021,15,"KY","Kentucky",4509394,"4","Southeast",3680,874,0,1276482,60
"1783",2021-04-24,2021,16,"KY","Kentucky",4509394,"4","Southeast",3585,825,0,1394653,61
"1784",2021-05-01,2021,17,"KY","Kentucky",4509394,"4","Southeast",3694,842,0,1486279,39
"1785",2021-05-08,2021,18,"KY","Kentucky",4509394,"4","Southeast",3058,840,0,1572659,54
"1786",2021-05-15,2021,19,"KY","Kentucky",4509394,"4","Southeast",2613,818,0,1635243,51
"1787",2021-05-22,2021,20,"KY","Kentucky",4509394,"4","Southeast",2094,733,0,1685575,42
"1788",2021-05-29,2021,21,"KY","Kentucky",4509394,"4","Southeast",1458,709,0,1722510,64
"1789",2021-06-05,2021,22,"KY","Kentucky",4509394,"4","Southeast",1486,679,0,1758806,43
"1790",2021-06-12,2021,23,"KY","Kentucky",4509394,"4","Southeast",1254,726,0,1808864,41
"1791",2021-06-19,2021,24,"KY","Kentucky",4509394,"4","Southeast",1081,621,0,1847810,33
"1792",2021-06-26,2021,25,"KY","Kentucky",4509394,"4","Southeast",1165,550,0,1874681,33
"1793",2021-07-03,2021,26,"KY","Kentucky",4509394,"4","Southeast",1418,529,0,1896026,31
"1794",2021-07-10,2021,27,"KY","Kentucky",4509394,"4","Southeast",2826,521,0,1914439,31
"1795",2021-07-17,2021,28,"KY","Kentucky",4509394,"4","Southeast",4672,659,0,1930768,35
"1796",2021-07-24,2021,29,"KY","Kentucky",4509394,"4","Southeast",7885,697,0,1946546,49
"1797",2021-07-31,2021,30,"KY","Kentucky",4509394,"4","Southeast",12258,1139,0,1962804,78
"1798",2021-08-07,2021,31,"KY","Kentucky",4509394,"4","Southeast",17539,1720,0,1981409,90
"1799",2021-08-14,2021,32,"KY","Kentucky",4509394,"4","Southeast",23725,2326,488,2004942,150
"1800",2021-08-21,2021,33,"KY","Kentucky",4509394,"4","Southeast",29569,2969,7505,2035127,220
"1801",2021-08-28,2021,34,"KY","Kentucky",4509394,"4","Southeast",33192,3410,15995,2070854,275
"1802",2021-09-04,2021,35,"KY","Kentucky",4509394,"4","Southeast",30529,3870,27407,2106944,380
"1803",2021-09-11,2021,36,"KY","Kentucky",4509394,"4","Southeast",31240,4201,35416,2140640,380
"1804",2021-09-18,2021,37,"KY","Kentucky",4509394,"4","Southeast",25826,3451,43883,2181227,431
"1805",2021-09-25,2021,38,"KY","Kentucky",4509394,"4","Southeast",19195,2012,56503,2217945,442
"1806",2021-10-02,2021,39,"KY","Kentucky",4509394,"4","Southeast",16244,1573,99972,2248753,452
"1807",2021-10-09,2021,40,"KY","Kentucky",4509394,"4","Southeast",12329,1297,140187,2274642,320
"1808",2021-10-16,2021,41,"KY","Kentucky",4509394,"4","Southeast",8911,1041,176179,2298230,307
"1809",2021-10-23,2021,42,"KY","Kentucky",4509394,"4","Southeast",7686,964,216939,2315990,229
"1810",2021-10-30,2021,43,"KY","Kentucky",4509394,"4","Southeast",7139,832,299725,2331672,177
"1811",2021-11-06,2021,44,"KY","Kentucky",4509394,"4","Southeast",8518,697,387901,2345662,156
"1812",2021-11-13,2021,45,"KY","Kentucky",4509394,"4","Southeast",9650,706,463691,2357715,118
"1813",2021-11-20,2021,46,"KY","Kentucky",4509394,"4","Southeast",11619,863,547248,2369965,117
"1814",2021-11-27,2021,47,"KY","Kentucky",4509394,"4","Southeast",12729,867,599375,2379000,135
"1815",2021-12-04,2021,48,"KY","Kentucky",4509394,"4","Southeast",16345,934,684111,2406645,153
"1816",2021-12-11,2021,49,"KY","Kentucky",4509394,"4","Southeast",15375,862,756424,2430027,173
"1817",2021-12-18,2021,50,"KY","Kentucky",4509394,"4","Southeast",16777,808,814295,2445878,213
"1818",2021-12-25,2021,51,"KY","Kentucky",4509394,"4","Southeast",27656,910,863286,2456583,231
"1819",2020-01-25,2020,4,"LA","Louisiana",4651203,"6","South Central",0,0,0,0,0
"1820",2020-02-01,2020,5,"LA","Louisiana",4651203,"6","South Central",0,0,0,0,0
"1821",2020-02-08,2020,6,"LA","Louisiana",4651203,"6","South Central",0,0,0,0,0
"1822",2020-02-15,2020,7,"LA","Louisiana",4651203,"6","South Central",0,0,0,0,0
"1823",2020-02-22,2020,8,"LA","Louisiana",4651203,"6","South Central",0,0,0,0,0
"1824",2020-02-29,2020,9,"LA","Louisiana",4651203,"6","South Central",0,0,0,0,0
"1825",2020-03-07,2020,10,"LA","Louisiana",4651203,"6","South Central",5,0,0,0,0
"1826",2020-03-14,2020,11,"LA","Louisiana",4651203,"6","South Central",252,0,0,0,0
"1827",2020-03-21,2020,12,"LA","Louisiana",4651203,"6","South Central",1539,0,0,0,41
"1828",2020-03-28,2020,13,"LA","Louisiana",4651203,"6","South Central",4628,0,0,0,193
"1829",2020-04-04,2020,14,"LA","Louisiana",4651203,"6","South Central",10606,0,0,0,393
"1830",2020-04-11,2020,15,"LA","Louisiana",4651203,"6","South Central",4919,0,0,0,458
"1831",2020-04-18,2020,16,"LA","Louisiana",4651203,"6","South Central",3304,0,0,0,395
"1832",2020-04-25,2020,17,"LA","Louisiana",4651203,"6","South Central",2407,0,0,0,338
"1833",2020-05-02,2020,18,"LA","Louisiana",4651203,"6","South Central",2738,0,0,0,268
"1834",2020-05-09,2020,19,"LA","Louisiana",4651203,"6","South Central",2225,0,0,0,244
"1835",2020-05-16,2020,20,"LA","Louisiana",4651203,"6","South Central",2693,0,0,0,171
"1836",2020-05-23,2020,21,"LA","Louisiana",4651203,"6","South Central",3170,0,0,0,131
"1837",2020-05-30,2020,22,"LA","Louisiana",4651203,"6","South Central",2622,0,0,0,121
"1838",2020-06-06,2020,23,"LA","Louisiana",4651203,"6","South Central",2906,0,0,0,104
"1839",2020-06-13,2020,24,"LA","Louisiana",4651203,"6","South Central",4235,0,0,0,73
"1840",2020-06-20,2020,25,"LA","Louisiana",4651203,"6","South Central",4228,0,0,0,86
"1841",2020-06-27,2020,26,"LA","Louisiana",4651203,"6","South Central",7701,0,0,0,74
"1842",2020-07-04,2020,27,"LA","Louisiana",4651203,"6","South Central",9973,0,0,0,86
"1843",2020-07-11,2020,28,"LA","Louisiana",4651203,"6","South Central",13984,0,0,0,120
"1844",2020-07-18,2020,29,"LA","Louisiana",4651203,"6","South Central",15219,0,0,0,160
"1845",2020-07-25,2020,30,"LA","Louisiana",4651203,"6","South Central",13419,0,0,0,228
"1846",2020-08-01,2020,31,"LA","Louisiana",4651203,"6","South Central",13170,175,0,0,239
"1847",2020-08-08,2020,32,"LA","Louisiana",4651203,"6","South Central",8361,1142,0,0,253
"1848",2020-08-15,2020,33,"LA","Louisiana",4651203,"6","South Central",5596,1005,0,0,203
"1849",2020-08-22,2020,34,"LA","Louisiana",4651203,"6","South Central",5822,861,0,0,200
"1850",2020-08-29,2020,35,"LA","Louisiana",4651203,"6","South Central",5002,635,0,0,164
"1851",2020-09-05,2020,36,"LA","Louisiana",4651203,"6","South Central",5151,555,0,0,117
"1852",2020-09-12,2020,37,"LA","Louisiana",4651203,"6","South Central",4001,627,0,0,120
"1853",2020-09-19,2020,38,"LA","Louisiana",4651203,"6","South Central",4013,561,0,0,95
"1854",2020-09-26,2020,39,"LA","Louisiana",4651203,"6","South Central",3566,496,0,0,80
"1855",2020-10-03,2020,40,"LA","Louisiana",4651203,"6","South Central",5170,450,0,0,74
"1856",2020-10-10,2020,41,"LA","Louisiana",4651203,"6","South Central",3614,600,0,0,86
"1857",2020-10-17,2020,42,"LA","Louisiana",4651203,"6","South Central",4912,558,0,0,76
"1858",2020-10-24,2020,43,"LA","Louisiana",4651203,"6","South Central",4679,703,0,0,71
"1859",2020-10-31,2020,44,"LA","Louisiana",4651203,"6","South Central",4358,496,0,0,79
"1860",2020-11-07,2020,45,"LA","Louisiana",4651203,"6","South Central",4523,607,0,0,89
"1861",2020-11-14,2020,46,"LA","Louisiana",4651203,"6","South Central",15212,665,0,0,77
"1862",2020-11-21,2020,47,"LA","Louisiana",4651203,"6","South Central",15716,927,0,0,122
"1863",2020-11-28,2020,48,"LA","Louisiana",4651203,"6","South Central",15697,1070,0,0,150
"1864",2020-12-05,2020,49,"LA","Louisiana",4651203,"6","South Central",17590,1270,0,0,167
"1865",2020-12-12,2020,50,"LA","Louisiana",4651203,"6","South Central",16625,1366,0,0,243
"1866",2020-12-19,2020,51,"LA","Louisiana",4651203,"6","South Central",18379,1297,0,289,231
"1867",2020-12-26,2020,52,"LA","Louisiana",4651203,"6","South Central",17300,1311,0,571,251
"1868",2021-01-02,2020,53,"LA","Louisiana",4651203,"6","South Central",22283,1625,0,819,0
"1869",2021-01-09,2021,1,"LA","Louisiana",4624047,"6","South Central",22328,1863,0,21821,322
"1870",2021-01-16,2021,2,"LA","Louisiana",4624047,"6","South Central",18744,1571,0,39606,349
"1871",2021-01-23,2021,3,"LA","Louisiana",4624047,"6","South Central",17829,1336,0,51877,320
"1872",2021-01-30,2021,4,"LA","Louisiana",4624047,"6","South Central",13826,1123,0,102278,243
"1873",2021-02-06,2021,5,"LA","Louisiana",4624047,"6","South Central",8483,912,0,210790,227
